SID:010,2,ANKI1A,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0490,    ,+,00600,     ,11000, ,   ,    ,   ,DAO,RP,D, ,A, , , ;
SID:020,2,ANKI1A,RW05, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,1350,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ANKI1A,RW05,DAO,RP,D, ,V   , ,   ,FA, ,DAO,RP,D, ,      ,0000,0000,1800,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ANKI1A,RW05, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1350,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ANKI1A,RW05,DAO,RP,D, ,V   ,R,   ,CF,Y,DAO,RP,D, ,      ,0000,0000,3600,0080,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,ANKI1A,RW05,RABIV,RP,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,ANKI1A,RW05,ANKIN,RP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ANKI1B,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2290,    ,+,00600,     ,11000, ,   ,    ,   ,DAO,RP,D, ,A, , , ;
SID:020,2,ANKI1B,RW23,DAO,RP,D, ,V   , ,   ,FA, ,DAO,RP,D, ,      ,0000,0000,1800,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ANKI1B,RW23, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1350,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ANKI1B,RW23,DAO,RP,D, ,V   ,R,   ,CF,Y,DAO,RP,D, ,      ,0000,0000,3600,0080,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ANKI1B,RW23,RABIV,RP,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,ANKI1B,RW23,ANKIN,RP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ANKI1C,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0490,    ,+,03000,     ,11000, ,   ,    ,   ,DAO,RP,D, ,A, , , ;
SID:020,2,ANKI1C,RW05, , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,2910,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ANKI1C,RW05,RABIV,RP,E,A,E C , ,   ,CF, ,DAO,RP,D, ,      ,3210,0200,3210,0070,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ANKI1C,RW05,ANKIN,RP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ANKI1D,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2290,    ,+,03000,     ,11000, ,   ,    ,   ,DAO,RP,D, ,A, , , ;
SID:020,2,ANKI1D,RW23, , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,3510,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ANKI1D,RW23,RABIV,RP,E,A,E C , ,   ,CF, ,DAO,RP,D, ,      ,3210,0200,3210,0050,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ANKI1D,RW23,ANKIN,RP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ANKI3P,RW23, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2300,    ,+,01000,     ,11000, ,   ,    ,   ,DAO,RP,D, ,B, , , ;
SID:020,5,ANKI3P,RW23,KLAFU,RP,E,A,E C , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ANKI3P,RW23,ANKIN,RP,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ANKI3R,RW05, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,0500,    ,+,01000,     ,11000, ,   ,    ,   ,DAO,RP,D, ,B, , , ;
SID:020,5,ANKI3R,RW05,NIBAT,RP,E,A,E C , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ANKI3R,RW05,REXOB,RP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ANKI3R,RW05,ANKIN,RP,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DAPE1A,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0490,    ,+,00600,     ,11000, ,   ,    ,   ,DAO,RP,D, ,A, , , ;
SID:020,2,DAPE1A,RW05, , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,1720,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DAPE1A,RW05,EDLOR,RP,E,A,E C , ,   ,CF, ,DAO,RP,D, ,      ,1420,0200,1420,0150,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DAPE1A,RW05,DAPEL,RP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DAPE1B,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2290,    ,+,00600,     ,11000, ,   ,    ,   ,DAO,RP,D, ,A, , , ;
SID:020,2,DAPE1B,RW23, , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,1120,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DAPE1B,RW23,EDLOR,RP,E,A,E C , ,   ,CF, ,DAO,RP,D, ,      ,1420,0200,1420,0130,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DAPE1B,RW23,DAPEL,RP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DEWI1A,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0490,    ,+,00600,     ,11000, ,   ,    ,   ,DAO,RP,D, ,A, , , ;
SID:020,2,DEWI1A,RW05, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,1350,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DEWI1A,RW05,DAO,RP,D, ,V   , ,   ,FA, ,DAO,RP,D, ,      ,0000,0000,1800,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DEWI1A,RW05, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1350,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,DEWI1A,RW05,DAO,RP,D, ,V   ,R,   ,CF,Y,DAO,RP,D, ,      ,0000,0000,3600,0080,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,DEWI1A,RW05,KLAFU,RP,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,DEWI1A,RW05,DEWIN,RP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DEWI1B,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2290,    ,+,00600,     ,11000, ,   ,    ,   ,DAO,RP,D, ,A, , , ;
SID:020,2,DEWI1B,RW23,DAO,RP,D, ,V   , ,   ,FA, ,DAO,RP,D, ,      ,0000,0000,1800,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DEWI1B,RW23, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1350,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DEWI1B,RW23,DAO,RP,D, ,V   ,R,   ,CF,Y,DAO,RP,D, ,      ,0000,0000,3600,0080,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,DEWI1B,RW23,KLAFU,RP,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,DEWI1B,RW23,DEWIN,RP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DEWI1C,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0490,    ,+,03000,     ,11000, ,   ,    ,   ,DAO,RP,D, ,A, , , ;
SID:020,2,DEWI1C,RW05, , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,2790,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DEWI1C,RW05,KLAFU,RP,E,A,E C , ,   ,CF, ,DAO,RP,D, ,      ,3090,0200,3090,0070,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DEWI1C,RW05,DEWIN,RP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DEWI1D,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2290,    ,+,03000,     ,11000, ,   ,    ,   ,DAO,RP,D, ,A, , , ;
SID:020,2,DEWI1D,RW23, , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,3390,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DEWI1D,RW23,KLAFU,RP,E,A,E C , ,   ,CF, ,DAO,RP,D, ,      ,3090,0200,3090,0040,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DEWI1D,RW23,DEWIN,RP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,JOFE1A,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0490,    ,+,00600,     ,11000, ,   ,    ,   ,DAO,RP,D, ,A, , , ;
SID:020,2,JOFE1A,RW05, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,1350,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,JOFE1A,RW05,DAO,RP,D, ,V   , ,   ,FA, ,DAO,RP,D, ,      ,0000,0000,1800,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,JOFE1A,RW05, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1350,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,JOFE1A,RW05,DAO,RP,D, ,V   ,R,   ,CF,Y,DAO,RP,D, ,      ,0000,0000,3600,0080,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
