SID:010,2,ASNI1A,RW29B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2920,    ,+,05330,     ,13000, ,   ,    ,   ,SYZ,OI,D, , , , , ;
SID:015,2,ASNI1A,RW29B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2800,    ,+,06300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,ASNI1A,RW29B,SYZ,OI,D, ,V   , ,   ,FD, ,SYZ,OI,D, ,      ,0000,0000,2800,0040, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ASNI1A,RW29B,SYZ,OI,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,2,ASNI1A,RW29B, , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,3090,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ASNI1A,RW29B,ASNIT,OI,E,A,EEC , ,   ,CF, ,SYZ,OI,D, ,      ,3387,0699,3390,0640, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ASNI1B,RW11B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1120,    ,+,11500,     ,13000, ,   ,    ,   ,SYZ,OI,D, , , , , ;
SID:020,2,ASNI1B,RW11B,SYZ,OI,D, ,V   , ,   ,FD, ,SYZ,OI,D, ,      ,0000,0000,1120,0200, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ASNI1B,RW11B,D339T,OI,P,C,E   ,L,   ,AF, ,SYZ,OI,D, ,      ,3386,0200,1120,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ASNI1B,RW11B,ASNIT,OI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ASNI1E,RW29B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2920,    ,+,05330,     ,13000, ,   ,    ,   ,SR,OI,D,B, , , , ;
SID:015,2,ASNI1E,RW29B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2900,    ,+,06300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,ASNI1E,RW29B,SR,OI,D,B,E   , ,   ,FD, ,SYZ,OI,D, ,      ,1373,0009,2900,0040, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
