SID:010,4,BOTCH1,RW18R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1770,    ,+,01200,     ,18000, ,   ,    ,   ,KFWS,K4,P,A, , , , ;
SID:020,4,BOTCH1,RW18R, , , , ,    ,E,   ,VM, , , , , ,      ,    ,    ,0120,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BOTCH1,RW18R,DEMII,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BOTCH1,RW36L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3570,    ,+,01200,     ,18000, ,   ,    ,   ,KFWS,K4,P,A, , , , ;
SID:020,4,BOTCH1,RW36L, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0130,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BOTCH1,RW36L,DEMII,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BOTCH1, ,DEMII,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,18000, ,   ,    ,   ,KFWS,K4,P,A, , , , ;
SID:020,5,BOTCH1, ,BOTCH,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BOTCH1,ALIAN,BOTCH,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,13000,     ,18000, ,   ,    ,   ,KFWS,K4,P,A, , , , ;
SID:020,6,BOTCH1,ALIAN,RBBIT,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,BOTCH1,ALIAN,FUMED,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
