SID:010,2,AGU1A,RW18, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1770,    ,+,06520,     ,18500, ,   ,    ,   ,AGU,MM,D, , , , , ;
SID:020,2,AGU1A,RW18,AGU,MM,D, ,V   , ,   ,FD, ,AGU,MM,D, ,      ,0000,0000,1770,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AGU1A,RW18,AGU,MM,D, ,VECH,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AGU1B,RW36, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3570,    ,+,06520,     ,18500, ,   ,    ,   ,AGU,MM,D, , , , , ;
SID:020,2,AGU1B,RW36,AGU,MM,D, ,V   , ,   ,FD, ,AGU,MM,D, ,      ,0000,0000,3570,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AGU1B,RW36,AGU,MM,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ALIPA1,RW18, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1770,    ,+,06520,     ,18500, ,   ,    ,   ,AGU,MM,D, , , , , ;
SID:020,2,ALIPA1,RW18,AGU,MM,D, ,V   , ,   ,FD, ,AGU,MM,D, ,      ,0000,0000,1770,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ALIPA1,RW18, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1770,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ALIPA1,RW18,D141J,MM,P,C,E   ,L,   ,AF, ,AGU,MM,D, ,      ,1409,0100,1770,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ALIPA1,RW18,ALIPA,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ANIL1A,RW18, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1770,    ,+,06520,     ,18500, ,   ,    ,   ,AGU,MM,D, , , , , ;
SID:020,2,ANIL1A,RW18,AGU,MM,D, ,V   , ,   ,FD, ,AGU,MM,D, ,      ,0000,0000,1770,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ANIL1A,RW18, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1770,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ANIL1A,RW18,D108J,MM,P,C,E   ,L,   ,AF, ,AGU,MM,D, ,      ,1079,0100,1770,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ANIL1A,RW18,ANILA,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ANIL1B,RW36, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3570,    ,+,06520,     ,18500, ,   ,    ,   ,AGU,MM,D, , , , , ;
SID:020,2,ANIL1B,RW36,AGU,MM,D, ,V   , ,   ,FD, ,AGU,MM,D, ,      ,0000,0000,3570,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ANIL1B,RW36, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3570,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ANIL1B,RW36,D108J,MM,P,C,E   ,R,   ,AF, ,AGU,MM,D, ,      ,1079,0100,3570,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ANIL1B,RW36,ANILA,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DANGO1,RW36, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3570,    ,+,06520,     ,18500, ,   ,    ,   ,AGU,MM,D, , , , , ;
SID:020,2,DANGO1,RW36,AGU,MM,D, ,V   , ,   ,FD, ,AGU,MM,D, ,      ,0000,0000,3570,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DANGO1,RW36, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3570,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DANGO1,RW36,D314J,MM,P,C,E   ,L,   ,AF, ,AGU,MM,D, ,      ,3144,0100,3570,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,DANGO1,RW36,DANGO,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,HORT1A,RW18,AS801,MM,P,C,E   , ,   ,CF, ,AGU,MM,D, ,      ,1758,0054,1770,0050,+,07500,     ,18500, ,   ,    ,   ,AGU,MM,D, , , , , ;
SID:020,4,HORT1A,RW18,AS805,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,12500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,HORT1A,RW18,AS810,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,HORT1A,RW18,HORTA,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
