SID:010,5,EMUN4B,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3020,    ,+,01500,     ,03000, ,   ,    ,   ,MUCL,MU,P,A,A, , , ;
SID:020,5,EMUN4B,RW30,EMUNO,MU,P,C,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,EMUN4B,DUTAN,EMUNO,MU,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   ,MUCL,MU,P,A,A, , , ;
SID:020,6,EMUN4B,DUTAN,DUTAN,MU,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,EMUN4B,XOPLI,EMUNO,MU,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   ,MUCL,MU,P,A,A, , , ;
SID:020,6,EMUN4B,XOPLI,XOPLI,MU,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IKLAR2,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3020,    ,+,01500,     ,03000, ,   ,    ,   ,MUCL,MU,P,A,A, , , ;
SID:020,5,IKLAR2,RW30,IKLAR,MU,P,C,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,IKLAR2,IBSEN,IKLAR,MU,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   ,MUCL,MU,P,A,A, , , ;
SID:020,6,IKLAR2,IBSEN,IBSEN,MU,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,IKLAR2,LACET,IKLAR,MU,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   ,MUCL,MU,P,A,A, , , ;
SID:020,6,IKLAR2,LACET,LACET,MU,E,A,EB  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,IKLAR2,SELEK,IKLAR,MU,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   ,MUCL,MU,P,A,A, , , ;
SID:020,6,IKLAR2,SELEK,SELEK,MH,E,A,EB  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,VARC4A,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1220,    ,+,01500,     ,03000, ,   ,    ,   ,MUCL,MU,P,A,A, , , ;
SID:020,5,VARC4A,RW12,VARCA,MU,P,C,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,VARC4A,DUTAN,VARCA,MU,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   ,MUCL,MU,P,A,A, , , ;
SID:020,6,VARC4A,DUTAN,DUTAN,MU,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,VARC4A,XOPLI,VARCA,MU,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   ,MUCL,MU,P,A,A, , , ;
SID:020,6,VARC4A,XOPLI,XOPLI,MU,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,YANT3A,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1220,    ,+,01500,     ,03000, ,   ,    ,   ,MUCL,MU,P,A,A, , , ;
SID:020,5,YANT3A,RW12,YANTE,MU,P,C,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,YANT3A,ATUVI,YANTE,MU,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   ,MUCL,MU,P,A,A, , , ;
SID:020,6,YANT3A,ATUVI,ATUVI,MU,E,A,EB  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,YANT3A,SELEK,YANTE,MU,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   ,MUCL,MU,P,A,A, , , ;
SID:020,6,YANT3A,SELEK,SELEK,MH,E,A,EB  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,YANT3A,UDNET,YANTE,MU,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   ,MUCL,MU,P,A,A, , , ;
SID:020,6,YANT3A,UDNET,UDNET,MU,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,EMUN4A,ALVEK,ALVEK,MU,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,MUCL,MU,P,A,A, , , ;
STAR:020,4,EMUN4A,ALVEK,EMUNO,MU,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,EMUN4A,DUTAN,DUTAN,MU,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,MUCL,MU,P,A,A, , , ;
STAR:020,4,EMUN4A,DUTAN,EMUNO,MU,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,EMUN4A,KAVUL,KAVUL,MU,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,MUCL,MU,P,A,A, , , ;
STAR:020,4,EMUN4A,KAVUL,EMUNO,MU,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,EMUN4A,RW12,EMUNO,MU,P,C,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,MUCL,MU,P,A,A, , , ;
STAR:020,5,EMUN4A,RW12,CL610,MU,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
