SID:005,2,MAXO2A,RW09,DER09,EG,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   ,FFA,EG,D, , , , , ;
SID:010,2,MAXO2A,RW09, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0900,    ,+,00700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,MAXO2A,RW09,MAXOB,EG,P,C,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     ,-,250,    ,   , , , , , , , , ;
SID:005,2,MAXO2B,RW27,DER27,EG,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   ,FFA,EG,D, , , , , ;
SID:010,2,MAXO2B,RW27, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2700,    ,+,00800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,MAXO2B,RW27, , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,0150,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MAXO2B,RW27,MAXOB,EG,P,C,EE  , ,   ,CF, ,FFA,EG,D, ,      ,3300,0200,3300,0150,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,I09,GIKNI,GIKNI,EG,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I09,GIKNI,EVSOM,EG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I09,GIKNI,D279O,EG,P,C,E   ,L,   ,AF, ,FFA,EG,D, ,      ,2790,0150,3320,    ,+,03200,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I09,GIKNI, , , , , E  , ,   ,VI, ,IFFD,EG,P,I,      ,    ,    ,1200,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I09, ,OZVOZ,EG,P,C,E  I, ,   ,IF, ,IFFD,EG,P,I,      ,2700,0163,    ,    ,J,03200,02300,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I09, ,YUTDO,EG,P,C,E  F, ,   ,CF, ,IFFD,EG,P,I,      ,2700,0084,0900,0079,H,02300,02300,     , ,   ,-331,   ,FFA,EG,D, , ,0,D,S;
APPCH:030,I,I09, ,RW09,EG,P,G,G  M, ,   ,CF, ,IFFD,EG,P,I,      ,2701,0018,0900,0066, ,00340,     ,     , ,   ,-331,   , , , , , ,0,D,S;
APPCH:040,I,I09, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0900,    ,+,00690,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I09, ,DESAP,EG,P,C,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02400,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I27,EVSOM,EVSOM,EG,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I27,EVSOM,DISRI,EG,P,C,E   ,R,   ,AF, ,FFA,EG,D, ,      ,0470,0150,3320,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I27,EVSOM,D081O,EG,P,C,E   ,R,   ,AF, ,FFA,EG,D, ,      ,0810,0150,0470,    ,+,03800,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I27,EVSOM, , , , , E  , ,   ,VI, ,IFFA,EG,P,I,      ,    ,    ,2400,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I27,GIKNI,GIKNI,EG,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I27,GIKNI,EVSOM,EG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I27,GIKNI,DISRI,EG,P,C,E   ,R,   ,AF, ,FFA,EG,D, ,      ,0470,0150,3320,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I27,GIKNI,D081O,EG,P,C,E   ,R,   ,AF, ,FFA,EG,D, ,      ,0810,0150,0470,    ,+,03800,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,A,I27,GIKNI, , , , , E  , ,   ,VI, ,IFFA,EG,P,I,      ,    ,    ,2400,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I27, ,GIVIT,EG,P,C,E  I, ,   ,IF, ,IFFA,EG,P,I,      ,0901,0157,    ,    ,J,03800,02000,     , ,   ,    ,   , , , , , ,0,D,S;
