APPCH:010,A,T15T,FABOS,FABOS,A1,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,20000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T15T,FABOS,SONIE,A1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T15T,FABOS,MALTZ,A1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04800,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,T15T,FABOS,ACREZ,A1,P,C,EE B,L,   ,AF, ,ZFX,A1,D, ,      ,1645,0150,179T,    ,+,04200,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,T15T,FAVGU,FAVGU,A1,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,20000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T15T,FAVGU,ZFX,A1,D, ,VY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T15T,FAVGU,ACREZ,A1,P,C,E  B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,T15T,FAVGU,ACREZ,A1,P,C,EE H,R,   ,HF, , , , , ,      ,    ,    ,344T,0050,+,04200,     ,     ,-,230,    ,   , , , , , ,0,D,S;
APPCH:010,A,T15T,GREES,GREES,A1,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,20000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T15T,GREES,ACREZ,A1,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,T15T,HEMAL,HEMAL,A1,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,20000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T15T,HEMAL,ROVME,A1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T15T,HEMAL,ACREZ,A1,P,C,EE B,R,   ,AF, ,ZFX,A1,D, ,      ,1645,0150,132T,    ,+,04200,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,T,T15T, ,ACREZ,A1,P,C,E  I, ,   ,IF, ,ZFX,A1,D, ,      ,1645,0150,    ,    ,+,04200,     ,20000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:013,T,T15T, ,HUVRI,A1,P,C,E S , ,   ,CF, ,ZFX,A1,D, ,      ,1645,0125,344T,0025,+,03500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:015,T,T15T, ,GULTE,A1,P,C,E S , ,   ,CF, ,ZFX,A1,D, ,      ,1645,0100,344T,0025,+,02800,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,T,T15T, ,MEBET,A1,P,C,E  F, ,   ,CF, ,ZFX,A1,D, ,      ,1645,0065,344T,0035,+,01700,     ,     , ,   ,-300,   ,ZFX,A1,D, , ,0,D,S;
APPCH:030,T,T15T, ,HAMPS,A1,P,C,EY M, ,   ,CF, ,ZFX,A1,D, ,      ,1645,0019,344T,0046, ,00229,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,T,T15T, ,ZFX,A1,D, ,VYM , ,   ,CF, ,ZFX,A1,D, ,      ,0000,0000,344T,0019, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,T,T15T, ,FAVGU,A1,P,C,EY  , ,   ,CF, ,ZFX,A1,D, ,      ,3350,0150,335T,0150,+,03200,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,T,T15T, ,FAVGU,A1,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,155T,0050,-,10000,     ,     ,-,230,    ,   , , , , , ,0,D,S;
APPCH:010,A,T33T,CRSTI,CRSTI,A1,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,20000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T33T,CRSTI,ZFX,A1,D, ,VY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T33T,CRSTI,BRAWT,A1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,T33T,CRSTI,FAVGU,A1,P,C,EE B,R,   ,AF, ,ZFX,A1,D, ,      ,3350,0150,311T,    ,+,03200,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,T33T,FABOS,FABOS,A1,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,20000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T33T,FABOS,ZFX,A1,D, ,VY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T33T,FABOS,BRAWT,A1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,T33T,FABOS,FAVGU,A1,P,C,EE B,R,   ,AF, ,ZFX,A1,D, ,      ,3350,0150,311T,    ,+,03200,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,T33T,GREES,GREES,A1,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,20000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T33T,GREES,ZFX,A1,D, ,VY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T33T,GREES,BRAWT,A1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,T33T,GREES,FAVGU,A1,P,C,EE B,R,   ,AF, ,ZFX,A1,D, ,      ,3350,0150,311T,    ,+,03200,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,T33T,HEMAL,HEMAL,A1,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,20000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T33T,HEMAL,ZFX,A1,D, ,VY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T33T,HEMAL,BRAWT,A1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,T33T,HEMAL,FAVGU,A1,P,C,EE B,R,   ,AF, ,ZFX,A1,D, ,      ,3350,0150,311T,    ,+,03200,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,T33T,ZFX,ZFX,A1,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,20000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T33T,ZFX,FAVGU,A1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T33T,ZFX,FAVGU,A1,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,155T,0050,+,03400,     ,     ,-,230,    ,   , , , , , ,0,D,S;
APPCH:010,T,T33T, ,FAVGU,A1,P,C,E  I, ,   ,IF, ,ZFX,A1,D, ,      ,3350,0150,    ,    ,+,03200,     ,20000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,T,T33T, ,MOBOE,A1,P,C,E  F, ,   ,CF, ,ZFX,A1,D, ,      ,3350,0075,155T,0075,+,02400,     ,     , ,   ,    ,   ,ZFX,A1,D, , ,0,D,S;
APPCH:030,T,T33T, ,HENUD,A1,P,C,EY M, ,   ,CF, ,ZFX,A1,D, ,      ,3350,0007,155T,0068, ,00247,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,T,T33T, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,155T,    ,+,00800,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,T,T33T, , , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,020T,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,T,T33T, ,FAVGU,A1,P,C,EY  , ,   ,CF, ,ZFX,A1,D, ,      ,3350,0150,335T,0110,+,03400,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:070,T,T33T, ,FAVGU,A1,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,155T,0050,-,10000,     ,     ,-,230,    ,   , , , , , ,0,D,S;
RWY:RW15T,-0030,      ,00035, ,    , ,   ;S77581235,E166455057,0000;
RWY:RW33T,+0030,      ,00032, ,    , ,   ;S77563914,E166432088,0000;
