STAR:020,5,FAVGU3,ALL,P10,A1,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,FAVGU3,ALL,WABAB,A1,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04700,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,FAVGU3,ALL,FAVGU,A1,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03200,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,FAVGU4,ALL,JEHOO,NZ,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,20000, ,   ,    ,   , , , , , , , , ;
STAR:020,5,FAVGU4,ALL,RAPPY,NZ,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04800,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,FAVGU4,ALL,FAVGU,A1,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,GREES1,ALL,P4,A1,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,20000, ,   ,    ,   , , , , , , , , ;
STAR:020,5,GREES1,ALL,GREES,A1,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,HEMAL1,ALL,WAIS1,A1,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,20000, ,   ,    ,   , , , , , , , , ;
STAR:020,5,HEMAL1,ALL,HEMAL,A1,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,HEMVI1,ALL,P4,A1,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,20000, ,   ,    ,   , , , , , , , , ;
STAR:020,5,HEMVI1,ALL,P10,A1,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,HEMVI1,ALL,WABAB,A1,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04700,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,HEMVI1,ALL,HEMVI,A1,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,HEMVI2,ALL,P1,A1,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,20000, ,   ,    ,   , , , , , , , , ;
STAR:020,5,HEMVI2,ALL,P10,A1,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,HEMVI2,ALL,WABAB,A1,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04700,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,HEMVI2,ALL,HEMVI,A1,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,HEMVI3,ALL,P9,A1,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,20000, ,   ,    ,   , , , , , , , , ;
STAR:020,5,HEMVI3,ALL,P10,A1,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,HEMVI3,ALL,WABAB,A1,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04700,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,HEMVI3,ALL,HEMVI,A1,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,HEMVI4,ALL,JEHOO,NZ,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,20000, ,   ,    ,   , , , , , , , , ;
STAR:020,5,HEMVI4,ALL,RAPPY,NZ,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04800,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,HEMVI4,ALL,HEMVI,A1,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04600,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ZFX1,ALL,P4,A1,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,20000, ,   ,    ,   , , , , , , , , ;
STAR:020,5,ZFX1,ALL,P10,A1,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ZFX1,ALL,WABAB,A1,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04700,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,ZFX1,ALL,ZFX,A1,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04700,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ZFX2,ALL,P1,A1,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,20000, ,   ,    ,   , , , , , , , , ;
STAR:020,5,ZFX2,ALL,P10,A1,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ZFX2,ALL,WABAB,A1,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04700,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,ZFX2,ALL,ZFX,A1,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04700,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ZFX3,ALL,P9,A1,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,20000, ,   ,    ,   , , , , , , , , ;
STAR:020,5,ZFX3,ALL,P10,A1,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ZFX3,ALL,WABAB,A1,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04700,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,ZFX3,ALL,ZFX,A1,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04700,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ZFX4,ALL,WAIS1,A1,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,20000, ,   ,    ,   , , , , , , , , ;
STAR:020,5,ZFX4,ALL,RULOE,A1,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04800,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ZFX4,ALL,ACREZ,A1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04700,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,ZFX4,ALL,ZFX,A1,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04700,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ZFX5,ALL,P4,A1,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,20000, ,   ,    ,   , , , , , , , , ;
STAR:020,5,ZFX5,ALL,RULOE,A1,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04800,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ZFX5,ALL,ACREZ,A1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04700,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,ZFX5,ALL,ZFX,A1,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04700,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ZFX6,ALL,P1,A1,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,20000, ,   ,    ,   , , , , , , , , ;
STAR:020,5,ZFX6,ALL,SARBE,A1,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ZFX6,ALL,RULOE,A1,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04800,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,ZFX6,ALL,ACREZ,A1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04700,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,ZFX6,ALL,ZFX,A1,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04700,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ZFX7,ALL,P9,A1,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,20000, ,   ,    ,   , , , , , , , , ;
STAR:020,5,ZFX7,ALL,WIKAL,A1,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ZFX7,ALL,RULOE,A1,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04800,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,ZFX7,ALL,ACREZ,A1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04700,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,ZFX7,ALL,ZFX,A1,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04700,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ZFX8,ALL,JEHOO,NZ,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,20000, ,   ,    ,   , , , , , , , , ;
STAR:020,5,ZFX8,ALL,RAPPY,NZ,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04800,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ZFX8,ALL,ZFX,A1,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,R15T,FAVGU,FAVGU,A1,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,20000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R15T,FAVGU,ACREZ,A1,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R15T,FAVGU,ACREZ,A1,P,C,EE C,R,010,HF, , , , , ,      ,    ,    ,344T,0050,+,04200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R15T,ZFX,ZFX,A1,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,20000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R15T,ZFX,ACREZ,A1,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R15T,ZFX,ACREZ,A1,P,C,EE C,R,010,HF, , , , , ,      ,    ,    ,344T,0050,+,04200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R15T, ,ACREZ,A1,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,20000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:015,R,R15T, ,HAPAS,A1,P,C,E S , ,010,TF, , , , , ,      ,    ,    ,346T,0043,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R15T, ,SHORD,A1,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,346T,0043,+,01700,     ,     , ,   ,-300,   ,RW15T,A1,P,G, ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R15T, ,RW15T,A1,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,341T,0051, ,00075,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R15T, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,341T,    ,+,00600,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R15T, ,FAVGU,A1,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R15T, ,FAVGU,A1,P,C,EE H,R,010,HM, , , , , ,      ,    ,    ,155T,0050,-,10000,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:010,A,R33T,BRACT,BRACT,A1,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04600,     ,20000,-,305,    ,   , , , , , ,B,J,S;
APPCH:020,A,R33T,BRACT,HEMVI,A1,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04600,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R33T,ZFX,ZFX,A1,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04600,     ,20000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R33T,ZFX,HEMVI,A1,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04600,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R33T,ZFX,HEMVI,A1,P,C,EE C,R,010,HF, , , , , ,      ,    ,    ,161T,0050,+,04600,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:010,R,R33T, ,HEMVI,A1,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04600,     ,20000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:015,R,R33T, ,JOBGU,A1,P,C,E S , ,010,TF, , , , , ,      ,    ,    ,162T,0020,+,04000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R33T, ,HEALD,A1,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,162T,0068,+,02000,     ,     , ,   ,-300,   ,RW33T,A1,P,G, ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:022,R,R33T, ,ARDLY,A1,P,C,E S , ,302,TF, , , , , ,      ,    ,    ,162T,0020,+,01360,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:030,R,R33T, ,RW33T,A1,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,162T,0040, ,00087,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R33T, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,161T,    ,+,01000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R33T, ,HEMVI,A1,P,C,EY  ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,04600,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R33T, ,HEMVI,A1,P,C,EE H,R,010,HM, , , , , ,      ,    ,    ,161T,0050,-,10000,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:010,A,R33TE,ZFX,ZFX,A1,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04600,     ,20000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R33TE,ZFX,HEMVI,A1,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04600,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R33TE,ZFX,HEMVI,A1,P,C,EE C,R,010,HF, , , , , ,      ,    ,    ,161T,0050,+,04600,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:010,R,R33TE, ,HEMVI,A1,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,20000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:015,R,R33TE, ,JOBGU,A1,P,C,E S , ,010,TF, , , , , ,      ,    ,    ,162T,0020,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R33TE, ,HEALD,A1,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,162T,0068,+,01400,     ,     , ,   ,-206,   ,RW33T,A1,P,G, ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:022,R,R33TE, ,ARDLY,A1,P,C,E S , ,302,TF, , , , , ,      ,    ,    ,162T,0020,+,00900,     ,     , ,   ,-206,   , , , , , ,B,J,S;
APPCH:030,R,R33TE, ,RW33T,A1,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,162T,0040, ,00087,     ,     , ,   ,-206,   , , , , , ,B,J,S;
APPCH:040,R,R33TE, , , , , , EM , ,   ,CA, , , , , ,      ,    ,    ,162T,    ,+,00360,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,T15T,ACREZ,ACREZ,A1,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,344T,0050,+,04200,     ,20000,-,230,    ,   , , , , , ,0,D,S;
APPCH:010,A,T15T,CRSTI,CRSTI,A1,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,20000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T15T,CRSTI,JUSIP,A1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T15T,CRSTI,MALTZ,A1,P,C,E   ,L,   ,AF, ,ZFX,A1,D, ,      ,1794,0150,195T,    ,+,04800,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,T15T,CRSTI,ACREZ,A1,P,C,EE B,L,   ,AF, ,ZFX,A1,D, ,      ,1645,0150,179T,    ,+,04200,     ,     , ,   ,    ,   , , , , , ,0,D,S;
