SID:010,5,BOLB2A,RW25,AZ106,ED,P,C,E   , ,   ,CF, ,KLF,ED,D, ,      ,2964,0198,2370,0020,+,00750,     ,05000,-,170,    ,   ,EDAZ,ED,P,A, , , , ;
SID:020,5,BOLB2A,RW25,AZ107,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,170,    ,   , , , , , , , , ;
SID:030,5,BOLB2A,RW25,AZ108,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,02000,     ,     ,-,190,    ,   , , , , , , , , ;
SID:040,5,BOLB2A,RW25,AZ111,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BOLB2A,RW25,BOLBO,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BOLB2N,RW07,AZ102,ED,P,C,E   , ,   ,CF, ,KLF,ED,D, ,      ,3100,0161,0850,0030,+,00900,     ,05000,-,170,    ,   ,EDAZ,ED,P,A, , , , ;
SID:020,5,BOLB2N,RW07,AZ103,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,170,    ,   , , , , , , , , ;
SID:030,5,BOLB2N,RW07,AZ104,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,02000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,5,BOLB2N,RW07,AZ111,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BOLB2N,RW07,BOLBO,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,R25,MOSEX,MOSEX,ED,E,A,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R25,MOSEX,AZ255,ED,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:030,A,R25,MOSEX,AZ254,ED,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:040,A,R25,MOSEX,AZ253,ED,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,02000,     ,     ,-,210,    ,   , , , , , ,A,J,S;
APPCH:050,A,R25,MOSEX,AZ250,ED,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,     ,-,210,    ,   , , , , , ,A,J,S;
APPCH:010,R,R25, ,AZ250,ED,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,     ,-,210,    ,   , , , , , ,A,J,S;
APPCH:020,R,R25, ,TRIBY,ED,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,2510,0036,+,01700,     ,     ,-,210,    ,   ,EDAZ,ED,P,A, ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R25, ,RW25,ED,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,2510,0041, ,00192,     ,     , ,   ,-350,   , , , , , ,A,J,S;
APPCH:040,R,R25, ,AZ259,ED,P,C,EYM , ,010,CF, ,BBI,ED,D, ,      ,2319,0157,2510,0025, ,     ,     ,     ,-,210,    ,   , , , , , ,A,J,S;
APPCH:050,R,R25, ,AZ260,ED,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,-,02000,     ,     ,-,210,    ,   , , , , , ,A,J,S;
APPCH:060,R,R25, ,MOSEX,ED,E,A,EE H, ,010,TF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
RWY:RW07 ,     ,      ,00130, ,    , ,   ;N52120924,E013090531,0558;
RWY:RW25 ,     ,      ,00142, ,    , ,   ;N52121799,E013100155,0787;
