APPCH:010,A,R11,SO117,SO117,HA,P,C,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R11,SO117,SO111,HA,P,C,E  A, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R11,SO117,SO113,HA,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07800,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R11,SO118,SO118,HA,P,C,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R11,SO118,SO112,HA,P,C,E  A, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R11,SO118,SO113,HA,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07800,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R11, ,SO113,HA,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,07800,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:015,R,R11, ,SO114,HA,P,C,E S , ,010,TF, , , , , ,      ,    ,    ,1120,0040,+,06800,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R11, ,SO115,HA,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1120,0020, ,06800,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:030,R,R11, ,RW11,HA,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,1120,0050, ,05206,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R11, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1120,    ,+,08700,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R11, ,SO117,HA,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    , ,FL120,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R11, ,SO117,HA,P,C,EE H,R,010,HM, , , , , ,      ,    ,    ,2920,T010,+,FL120,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R29,SO222,SO222,HA,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R29,SO222,SO223,HA,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07780,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R29,SO224,SO224,HA,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R29,SO224,SO223,HA,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07780,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R29,SO225,SO225,HA,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R29,SO225,SO223,HA,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07780,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R29, ,SO223,HA,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,07780,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:015,R,R29, ,SO226,HA,P,C,E S , ,010,TF, , , , , ,      ,    ,    ,2920,0040,+,06700,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R29, ,SO227,HA,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,2920,0020, ,06700,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:030,R,R29, ,SO228,HA,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,2920,0042, ,05367,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R29, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2920,    ,+,06350,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R29, ,SO222,HA,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    , ,10000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R29, ,SO222,HA,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,2920,T010,+,10000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
RWY:RW11 ,     ,      ,05156, ,    , ,   ;N10013070,E034341870,0000;
RWY:RW29 ,     ,      ,05065, ,    , ,   ;N10005680,E034353250,0000;
