SID:010,5,ATIM1A,RW14L,KK723,WM,P,C,EY  , ,010,CF, ,VKL,WM,D, ,      ,1272,0000,1460,0017, ,     ,     ,11000, ,   ,    ,   ,WMKK,WM,P,A, , , , ;
SID:020,5,ATIM1A,RW14L,KK724,WM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ATIM1A,RW14L,KK725,WM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ATIM1A,RW14L,KAPLU,WM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ATIM1A,RW14L,RUPDO,WM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ATIM1A,RW14L,ATIMU,WM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ATIM1B,RW14R,KK720,WM,P,C,E   , ,010,CF, ,VKL,WM,D, ,      ,1521,0129,1460,0129, ,     ,     ,11000, ,   ,    ,   ,WMKK,WM,P,A, , , , ;
SID:020,5,ATIM1B,RW14R,OLKAN,WM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ATIM1B,RW14R,KK721,WM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ATIM1B,RW14R,MATPO,WM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ATIM1B,RW14R,SADGI,WM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ATIM1B,RW14R,RUPDO,WM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ATIM1B,RW14R,ATIMU,WM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ATIM1C,RW15,KK727,WM,P,C,EY  , ,010,CF, ,VKL,WM,D, ,      ,2233,0026,1460,0012, ,     ,     ,11000, ,   ,    ,   ,WMKK,WM,P,A, , , , ;
SID:020,5,ATIM1C,RW15,KK728,WM,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ATIM1C,RW15,KK721,WM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ATIM1C,RW15,MATPO,WM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ATIM1C,RW15,SADGI,WM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ATIM1C,RW15,RUPDO,WM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ATIM1C,RW15,ATIMU,WM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ATIM1D,RW32R,KK701,WM,P,C,EY  , ,010,CF, ,VKL,WM,D, ,      ,3260,0050,3260,0011,+,00470,     ,11000, ,   ,    ,   ,WMKK,WM,P,A, , , , ;
SID:020,5,ATIM1D,RW32R,KK702,WM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ATIM1D,RW32R,KK703,WM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ATIM1D,RW32R,LIKBO,WM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ATIM1D,RW32R,ATIMU,WM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ATIM1E,RW32L,KK707,WM,P,C,EY  , ,010,CF, ,VKL,WM,D, ,      ,3042,0037,3260,0011, ,     ,     ,11000, ,   ,    ,   ,WMKK,WM,P,A, , , , ;
SID:020,5,ATIM1E,RW32L,KK708,WM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ATIM1E,RW32L,GUTIK,WM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
