SID:010,2,ITME1A,RW07, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0660,    ,+,04620,     ,12000, ,   ,    ,   ,SHR,OI,D, , , , , ;
SID:020,2,ITME1A,RW07, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0510,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ITME1A,RW07,SHR,OI,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ITME1A,RW07,ITMEL,OI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ITME1B,RW25, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2460,    ,+,04620,     ,12000, ,   ,    ,   ,SHR,OI,D, , , , , ;
SID:020,2,ITME1B,RW25, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2300,    ,+,06500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ITME1B,RW25,SHR,OI,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ITME1B,RW25,ITMEL,OI,E,A,EEC ,L,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ITME1C,RW25, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2460,    ,+,04620,     ,12000, ,   ,    ,   ,SHR,OI,D, , , , , ;
SID:020,2,ITME1C,RW25,ITMEL,OI,E,A,EEC , ,   ,CF, ,SHR,OI,D, ,      ,2344,0349,2350,0340, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ITME1N,RW25,ITMEL,OI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,14000, ,   ,    ,   ,SHR,OI,D, , , , , ;
STAR:020,2,ITME1N,RW25,SHR,OI,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ITME1P,RW07,ITMEL,OI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,14000, ,   ,    ,   ,SHR,OI,D, , , , , ;
STAR:020,2,ITME1P,RW07,D235U,OI,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D07,D235U,D235U,OI,P,C,E  C, ,   ,IF, ,SHR,OI,D, ,      ,2350,0210,    ,    ,+,12000,     ,14000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D07,D235U,CD07,OI,P,C,EE B, ,   ,CF, ,SHR,OI,D, ,      ,2350,0150,0550,0060,+,09100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D07, ,CD07,OI,P,C,E  I, ,   ,IF, ,SHR,OI,D, ,      ,2350,0150,    ,    ,+,09100,     ,14000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D07, ,FD07,OI,P,C,E  F, ,   ,CF, ,SHR,OI,D, ,      ,2350,0080,0550,0070,+,07100,     ,     , ,   ,    ,   ,SHR,OI,D, , ,0, ,S;
APPCH:030,D,D07, ,MD07,OI,P,C,E  M, ,   ,CF, ,SHR,OI,D, ,      ,2352,0005,0550,0075, ,04399,     ,     , ,   ,-339,   , , , , , ,0, ,S;
APPCH:040,D,D07, ,SHR,OI,D, ,V M , ,   ,CF, ,SHR,OI,D, ,      ,0000,0000,0550,0005, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D07, ,SHR,OI,D, ,V   , ,   ,FA, ,SHR,OI,D, ,      ,0000,0000,0510,    ,+,07000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D07, ,SHR,OI,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D07, ,D235U,OI,P,C,E   , ,   ,CF, ,SHR,OI,D, ,      ,2350,0210,2350,0210, ,12000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:080,D,D07, ,D235U,OI,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,0550,T010,+,12000,     ,     ,-,220,    ,   , , , , , ,0, ,S;
RWY:RW07 ,+0010,      ,04214, ,    , ,   ;N36251249,E055051546,0000;
RWY:RW25 ,     ,      ,04215, ,    , ,   ;N36254550,E055071045,0000;
