SID:010,5,IXU1,RW02,USIXU,SA,P,C,E   , ,010,CF, ,SAL,SA,D, ,      ,0196,0064,0190,0060,+,05100,     ,09000,-,220,    ,   ,SASA,SA,P,A,A, , , ;
SID:030,5,IXU1,RW02,KIBOS,SA,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KAB1,RW20,ILTOK,SA,P,C,E   , ,010,CF, ,SAL,SA,D, ,      ,2009,0073,2000,0060,+,05300,     ,09000,-,220,    ,   ,SASA,SA,P,A,A, , , ;
SID:030,5,KAB1,RW20,SA934,SA,P,C,E   ,L,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07200,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,KAB1,RW20,ANKAB,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,KAB1,RW20,SA917,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,KAB1,RW20,JUJ,SA,D, ,VE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MUBO2G,RW20,ILTOK,SA,P,C,E   , ,010,CF, ,SAL,SA,D, ,      ,2009,0073,2000,0060,+,05400,     ,09000,-,220,    ,   ,SASA,SA,P,A,A, , , ;
SID:020,5,MUBO2G,RW20,MUBOK,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,MUBO2G,RW20,PONPI,SA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
