RWY:RW08 ,     ,      ,01061, ,    , ,   ;
RWY:RW17 ,     ,      ,01061, ,    , ,   ;N36273304,W093513683,0000;
RWY:RW26 ,     ,      ,01061, ,    , ,   ;
RWY:RW35 ,     ,      ,01061, ,    , ,   ;N36271854,W093513479,0000;
