SID:010,5,APRES2,RW25,ONLOE,K2,P,C,E   , ,302,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,5,APRES2,RW25,AAERO,K2,P,C,E   , ,302,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,APRES2,RW25,ZIBDO,K2,P,C,E   , ,302,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,APRES2,RW25,CYKEL,K2,P,C,E   ,R,302,RF, , , , , ,003000,    ,    ,    ,0027, ,     ,     ,     , ,   ,    ,   ,CFDWG,K2,P,C, , , , ;
SID:050,5,APRES2,RW25,SUFFR,K2,P,C,E   ,R,302,RF, , , , , ,003500,    ,    ,    ,0060, ,     ,     ,     , ,   ,    ,   ,CFDVH,K2,P,C, , , , ;
SID:060,5,APRES2,RW25,APRES,K2,P,C,EE  , ,302,TF, , , , , ,      ,    ,    ,    ,    ,+,13100,     ,     ,-,225,    ,   , , , , , , , , ;
SID:010,6,APRES2,BELGN,APRES,K2,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,APRES2,BELGN,ZAMRU,K2,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,14000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,APRES2,BELGN,GGIRO,K2,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,APRES2,BELGN,BELGN,K2,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,APRES2,RUBAY,APRES,K2,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,APRES2,RUBAY,ZILOP,K2,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,13200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,APRES2,RUBAY,PARIZ,K2,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,14000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,APRES2,RUBAY,RUBAY,K2,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,APRES2,SPRKT,APRES,K2,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,APRES2,SPRKT,GORMN,K2,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,13700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,APRES2,SPRKT,SPRKT,K2,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BEVVR1,RW25, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2060,    ,+,07100,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,5,BEVVR1,RW25,COPER,K2,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BEVVR1,RW25,HNDES,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BEVVR1,RW25,BEVVR,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BEVVR1,RW25,APRES,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13100,     ,     ,-,225,    ,   , , , , , , , , ;
SID:010,6,BEVVR1,BELGN,APRES,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,13100,     ,18000,-,225,    ,   , , , , , , , , ;
SID:020,6,BEVVR1,BELGN,ZAMRU,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,14000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,BEVVR1,BELGN,GGIRO,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,BEVVR1,BELGN,BELGN,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BEVVR1,RUBAY,APRES,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,13100,     ,18000,-,225,    ,   , , , , , , , , ;
SID:020,6,BEVVR1,RUBAY,ZILOP,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,BEVVR1,RUBAY,PARIZ,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,14000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,BEVVR1,RUBAY,RUBAY,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BEVVR1,SPRKT,APRES,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,13100,     ,18000,-,225,    ,   , , , , , , , , ;
SID:020,6,BEVVR1,SPRKT,GORMN,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,BEVVR1,SPRKT,SPRKT,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
