APPCH:010,A,RNVA,LORDO,LORDO,EN,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,B,U,C;
APPCH:020,A,RNVA,LORDO,PETOK,EN,P,C,E  B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,B,U,C;
APPCH:030,A,RNVA,LORDO,ODNOS,EN,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,B,U,C;
APPCH:010,A,RNVA,MAGAP,MAGAP,EN,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,B,U,C;
APPCH:020,A,RNVA,MAGAP,PETOK,EN,P,C,E  B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,B,U,C;
APPCH:030,A,RNVA,MAGAP,ODNOS,EN,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,B,U,C;
APPCH:010,A,RNVA,PETOK,PETOK,EN,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,B,U,C;
APPCH:020,A,RNVA,PETOK,ODNOS,EN,E,A,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,B,U,C;
APPCH:010,A,RNVA,SUBIT,SUBIT,EN,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,B,U,C;
APPCH:020,A,RNVA,SUBIT,GILKO,EN,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,B,U,C;
APPCH:030,A,RNVA,SUBIT,ODNOS,EN,E,A,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,B,U,C;
APPCH:010,R,RNVA, ,ODNOS,EN,E,A,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,B,U,C;
APPCH:020,R,RNVA, ,RA501,EN,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0810,0062,+,03100,     ,     , ,   ,    ,   , , , , , ,B,U,C;
APPCH:030,R,RNVA, ,RA502,EN,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,0660,0077, ,01430,     ,     , ,   , 000,   , , , , , ,B,U,C;
APPCH:040,R,RNVA, , , , , ,  M , ,010,CA, , , , , ,      ,    ,    ,0660,    ,+,02100,     ,     ,-,130,    ,   , , , , , ,B,U,C;
APPCH:050,R,RNVA, ,ODNOS,EN,E,A,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     , ,   ,    ,   , , , , , ,B,U,C;
APPCH:060,R,RNVA, ,ODNOS,EN,E,A,EE H,R,   ,HM, , , , , ,      ,    ,    ,0740,T010, ,05000,     ,     , ,   ,    ,   , , , , , ,B,U,C;
RWY:RW13 ,     ,      ,00228, ,    , ,   ;N66215952,E014174514,0115;
RWY:RW31 ,     ,      ,00222, ,    , ,   ;N66213977,E014182673,0118;
