SID:010,1,ATL2,RW08L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0950,    ,+,01430,     ,18000, ,   ,    ,   ,KATL,K7,P,A, , , , ;
SID:020,1,ATL2,RW08L, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0950,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ATL2,RW08R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0950,    ,+,01500,     ,18000, ,   ,    ,   ,KATL,K7,P,A, , , , ;
SID:020,1,ATL2,RW08R, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0950,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ATL2,RW09L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0950,    ,+,01400,     ,18000, ,   ,    ,   ,KATL,K7,P,A, , , , ;
SID:020,1,ATL2,RW09L, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0950,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ATL2,RW09R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0950,    ,+,01430,     ,18000, ,   ,    ,   ,KATL,K7,P,A, , , , ;
SID:020,1,ATL2,RW09R, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0950,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ATL2,RW10, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0950,    ,+,01430,     ,18000, ,   ,    ,   ,KATL,K7,P,A, , , , ;
SID:020,1,ATL2,RW10, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0950,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ATL2,RW26B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2750,    ,+,01430,     ,18000, ,   ,    ,   ,KATL,K7,P,A, , , , ;
SID:020,1,ATL2,RW26B, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,2750,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ATL2,RW27B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2750,    ,+,01527,     ,18000, ,   ,    ,   ,KATL,K7,P,A, , , , ;
SID:020,1,ATL2,RW27B, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,2750,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ATL2,RW28, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2750,    ,+,01430,     ,18000, ,   ,    ,   ,KATL,K7,P,A, , , , ;
SID:020,1,ATL2,RW28, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,2750,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BANNG3,RW08B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0950,    ,+,01527,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BANNG3,RW08B,SKNNR,K7,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BANNG3,RW08B,GRITZ,K7,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BANNG3,RW08B,HYZMN,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,250,    ,   , , , , , , , , ;
SID:050,4,BANNG3,RW08B,BANNG,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BANNG3,RW09L, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0950,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BANNG3,RW09L,GRITZ,K7,P,C,E   , ,   ,CF, ,DBN,K7,D, ,      ,3159,0958,1150,0058, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BANNG3,RW09L,HYZMN,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,250,    ,   , , , , , , , , ;
SID:040,4,BANNG3,RW09L,BANNG,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BANNG3,RW09R, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0950,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BANNG3,RW09R,GRITZ,K7,P,C,E   , ,   ,CF, ,DBN,K7,D, ,      ,3159,0958,1110,0063, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BANNG3,RW09R,HYZMN,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,250,    ,   , , , , , , , , ;
SID:040,4,BANNG3,RW09R,BANNG,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BANNG3,RW10, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0950,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BANNG3,RW10,GRITZ,K7,P,C,E   , ,   ,CF, ,DBN,K7,D, ,      ,3159,0958,1050,0062, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
