SID:010,2,ABA1Q,RW10, , , , ,    , ,   ,CD, ,PJB,TN,D, ,      ,    ,    ,1040,0061, ,     ,     ,02500, ,   ,    ,   ,TNCB,TN,P,A, , , , ;
SID:020,2,ABA1Q,RW10,D104I,TN,P,C,E   , ,   ,CF, ,PJB,TN,D, ,      ,1040,0094,1040,0033, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ABA1Q,RW10,D209I,TN,P,C,E   ,R,   ,AF, ,PJB,TN,D, ,      ,2090,0094,1040,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ABA1Q,RW10,PJG,TN,D, ,V C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ABA1Q,RW10,ABA,TN,D, ,VEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ACOR1R,RW10,AMUXA,TN,P,C,E   , ,   ,CF, ,PJB,TN,D, ,      ,1046,0058,1040,0060, ,     ,     ,02500, ,   ,    ,   ,TNCB,TN,P,A, , , , ;
SID:020,5,ACOR1R,RW10,ITRIX,TN,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ACOR1R,RW10,ACORA,SV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ACOR1T,RW28,MIVER,TN,E,A,E   , ,   ,CF, ,PJB,TN,D, ,      ,2832,0079,2840,0060, ,     ,     ,02500, ,   ,    ,   ,TNCB,TN,P,A, , , , ;
SID:020,5,ACOR1T,RW28,CB005,TN,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ACOR1T,RW28,ROGNA,TN,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ACOR1T,RW28,ACORA,SV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ARUB1R,RW10,CB001,TN,P,C,E   , ,   ,CF, ,PJB,TN,D, ,      ,1042,0102,1040,0103, ,     ,     ,02500, ,   ,    ,   ,TNCB,TN,P,A, , , , ;
SID:020,5,ARUB1R,RW10,ODLAP,TN,E,A,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ARUB1R,RW10,MEMRU,TN,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ARUB1R,RW10,ELOTU,TN,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ARUB1R,RW10,ELUMO,TN,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL040,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ARUB1S,RW28, , , , ,    , ,   ,CD, ,PJB,TN,D, ,      ,    ,    ,2840,0079, ,     ,     ,02500, ,   ,    ,   ,TNCB,TN,P,A, , , , ;
SID:020,2,ARUB1S,RW28,PJG,TN,D, ,V C , ,   ,CF, ,PJB,TN,D, ,      ,2871,0450,2870,0370, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ARUB1S,RW28,MATUL,TN,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ARUB1T,RW28,MIVER,TN,E,A,E   , ,   ,CF, ,PJB,TN,D, ,      ,2832,0079,2840,0060, ,     ,     ,02500, ,   ,    ,   ,TNCB,TN,P,A, , , , ;
SID:020,5,ARUB1T,RW28,CB003,TN,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ARUB1T,RW28,ROLBO,TN,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ARUB1T,RW28,ADRIV,TN,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BONA1Q,RW10, , , , ,    , ,   ,CD, ,PJB,TN,D, ,      ,    ,    ,1040,0061, ,     ,     ,02500, ,   ,    ,   ,TNCB,TN,P,A, , , , ;
SID:020,2,BONA1Q,RW10,BONAX,TN,E,A,EEC , ,   ,CF, ,PJB,TN,D, ,      ,1094,0248,1090,0180, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
