SID:020,5,AGOD2C,RW19L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1870,    ,+,01000,     ,04000, ,   ,    ,   ,CEA,VE,D, , , , , ;
SID:030,5,AGOD2C,RW19L,GUREN,VE,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AGOD2C,RW19L,CC308,VE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AGOD2C,RW19L,OMBAX,VE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,AGOD2C,RW19L,CC107,VE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,AGOD2C,RW19L,AGODA,VE,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,AGOD2D,RW19R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1870,    ,+,01000,     ,04000, ,   ,    ,   ,CEA,VE,D, , , , , ;
SID:030,5,AGOD2D,RW19R,GUREN,VE,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AGOD2D,RW19R,CC308,VE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AGOD2D,RW19R,OMBAX,VE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,AGOD2D,RW19R,CC107,VE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,AGOD2D,RW19R,AGODA,VE,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,AGOD2E,RW01R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0070,    ,+,04000,     ,04000, ,   ,    ,   ,CEA,VE,D, , , , , ;
SID:030,5,AGOD2E,RW01R,UBROP,VE,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AGOD2E,RW01R,CC107,VE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AGOD2E,RW01R,AGODA,VE,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,AGOD2F,RW01L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0070,    ,+,04000,     ,04000, ,   ,    ,   ,CEA,VE,D, , , , , ;
SID:030,5,AGOD2F,RW01L,UBROP,VE,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AGOD2F,RW01L,CC107,VE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AGOD2F,RW01L,AGODA,VE,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,AVPO2C,RW19L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1870,    ,+,01000,     ,04000, ,   ,    ,   ,CEA,VE,D, , , , , ;
SID:030,5,AVPO2C,RW19L,GUMAS,VE,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AVPO2C,RW19L,AVPOP,VE,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,AVPO2D,RW19R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1870,    ,+,01000,     ,04000, ,   ,    ,   ,CEA,VE,D, , , , , ;
SID:030,5,AVPO2D,RW19R,GUMAS,VE,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AVPO2D,RW19R,AVPOP,VE,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,AVPO2E,RW01R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0070,    ,+,01000,     ,04000, ,   ,    ,   ,CEA,VE,D, , , , , ;
SID:030,5,AVPO2E,RW01R,KIMOM,VE,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AVPO2E,RW01R,CC337,VE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AVPO2E,RW01R,AVPOP,VE,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,AVPO2F,RW01L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0070,    ,+,01000,     ,04000, ,   ,    ,   ,CEA,VE,D, , , , , ;
SID:030,5,AVPO2F,RW01L,KIMOM,VE,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AVPO2F,RW01L,CC337,VE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AVPO2F,RW01L,AVPOP,VE,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,BEMA2C,RW19L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1870,    ,+,01000,     ,04000, ,   ,    ,   ,CEA,VE,D, , , , , ;
SID:030,5,BEMA2C,RW19L,EMSAL,VE,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BEMA2C,RW19L,CC312,VE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BEMA2C,RW19L,BEMAK,VE,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,BEMA2D,RW19R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1870,    ,+,01000,     ,04000, ,   ,    ,   ,CEA,VE,D, , , , , ;
SID:030,5,BEMA2D,RW19R,EMSAL,VE,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BEMA2D,RW19R,CC312,VE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BEMA2D,RW19R,BEMAK,VE,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,BEMA2E,RW01R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0070,    ,+,01000,     ,04000, ,   ,    ,   ,CEA,VE,D, , , , , ;
SID:030,5,BEMA2E,RW01R,KIMOM,VE,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BEMA2E,RW01R,BEMAK,VE,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,BEMA2F,RW01L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0070,    ,+,01000,     ,04000, ,   ,    ,   ,CEA,VE,D, , , , , ;
SID:030,5,BEMA2F,RW01L,KIMOM,VE,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BEMA2F,RW01L,BEMAK,VE,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,BOKE2C,RW19L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1870,    ,+,02000,     ,04000, ,   ,    ,   ,CEA,VE,D, , , , , ;
SID:030,5,BOKE2C,RW19L,IBIPO,VE,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BOKE2C,RW19L,LEGOS,VE,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BOKE2C,RW19L,CC110,VE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BOKE2C,RW19L,BOKEV,VE,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,BOKE2D,RW19R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1870,    ,+,02000,     ,04000, ,   ,    ,   ,CEA,VE,D, , , , , ;
SID:030,5,BOKE2D,RW19R,IBIPO,VE,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BOKE2D,RW19R,LEGOS,VE,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BOKE2D,RW19R,CC110,VE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BOKE2D,RW19R,BOKEV,VE,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,BOKE2E,RW01R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0070,    ,+,04000,     ,04000, ,   ,    ,   ,CEA,VE,D, , , , , ;
SID:030,5,BOKE2E,RW01R,CC322,VE,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BOKE2E,RW01R,TARUK,VE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BOKE2E,RW01R,LEGOS,VE,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
