SID:010,5,BATA1D,RW25,DER25,MH,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,19000, ,   ,    ,   ,BTO,MH,D, , , , , ;
SID:020,5,BATA1D,RW25,LC050,MH,P,C,E   , ,   ,CF, ,BTO,MH,D, ,      ,2585,0046,2580,0045,+,01000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BATA1D,RW25,LC031,MH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BATA1D,RW25,BATAN,MH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BATA1E,RW25,BTO,MH,D, ,VY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,19000, ,   ,    ,   ,BTO,MH,D, , , , , ;
SID:020,2,BATA1E,RW25, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2570,    ,+,01000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BATA1E,RW25,BATAN,MH,E,A,EEC , ,   ,CF, ,BTO,MH,D, ,      ,2572,0231,2570,0220,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SUXI1D,RW25,DER25,MH,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,19000, ,   ,    ,   ,BTO,MH,D, , , , , ;
SID:020,5,SUXI1D,RW25,LC050,MH,P,C,E   , ,   ,CF, ,BTO,MH,D, ,      ,2585,0046,2580,0045,+,01000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,SUXI1D,RW25,SUXIS,MH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,SUXI1E,RW25,BTO,MH,D, ,VY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,19000, ,   ,    ,   ,BTO,MH,D, , , , , ;
SID:020,2,SUXI1E,RW25, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2570,    ,+,01000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,SUXI1E,RW25, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,3550,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,SUXI1E,RW25,SUXIS,MH,E,A,EEC , ,   ,CF, ,BTO,MH,D, ,      ,3244,0333,3250,0250,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,UTIL1D,RW25,DER25,MH,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,19000, ,   ,    ,   ,BTO,MH,D, , , , , ;
SID:020,5,UTIL1D,RW25,LC050,MH,P,C,E   , ,   ,CF, ,BTO,MH,D, ,      ,2585,0046,2580,0045,+,01000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,UTIL1D,RW25,UTILA,MH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
