APPCH:010,A,D11,AHN,AHN,K7,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D11,AHN,HOKID,K7,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D11,JOSPI,JOSPI,K7,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D11,JOSPI,HOKID,K7,P,C,EE B,R,   ,AF, ,AHN,K7,D, ,      ,0700,0120,0430,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D11,OCENU,OCENU,K7,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D11,OCENU,HOKID,K7,P,C,EE B,L,   ,AF, ,AHN,K7,D, ,      ,0700,0120,1040,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D11, ,HOKID,K7,P,C,E  I, ,   ,IF, ,AHN,K7,D, ,      ,0700,0120,    ,    ,+,02500,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D11, ,DOTSN,K7,P,C,E  F, ,   ,CF, ,AHN,K7,D, ,      ,0700,0218,0700,0098,+,02500,     ,     , ,   ,    ,   ,AHN,K7,D, , ,0, ,S;
APPCH:025,D,D11, ,JUDAK,K7,P,C,E S , ,   ,CF, ,AHN,K7,D, ,      ,0700,0242,0700,0024,+,01560,     ,     , ,   ,-375,   , , , , , ,0, ,S;
APPCH:030,D,D11, ,MATKL,K7,P,C,E  M, ,   ,CF, ,AHN,K7,D, ,      ,0700,0264,0700,0023, ,00658,     ,     , ,   ,-375,   , , , , , ,0, ,S;
APPCH:040,D,D11, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0700,    ,+,01600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D11, ,DOTSN,K7,P,C,E   ,R,   ,CF,Y,AHN,K7,D, ,      ,0700,0218,2500,0070,+,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D11, ,DOTSN,K7,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,0700,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,R11,KIWCO,KIWCO,K7,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R11,KIWCO,TALYU,K7,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R11,TALYU,TALYU,K7,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,1050,0040,+,02800,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R11,ZIDEV,ZIDEV,K7,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
