APPCH:010,A,D03,LECKY,LECKY,MD,E,A,E CA, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D03,LECKY,BOBNI,MD,P,C,E CB, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D03,LECKY,ANIBU,MD,P,C,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D03,SIS,SIS,MD,D, ,V  H, ,   ,FD, ,SIS,MD,D, ,      ,0000,0000,1730,0058, ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D03,SIS,ANIBU,MD,P,C,EEC ,R,   ,CF,Y,SIS,MD,D, ,      ,2163,0058,0360,0010,+,01700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D03, ,ANIBU,MD,P,C,E CF, ,   ,IF, ,SIS,MD,D, ,      ,2163,0058,    ,    ,+,01700,     ,18000, ,   ,    ,   ,MDSI,MD,P,A, ,0, ,S;
APPCH:030,D,D03, ,MD03,MD,P,C,E  M, ,   ,CF, ,SIS,MD,D, ,      ,2163,0022,0360,0036, ,00633,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D03, ,SIS,MD,D, ,V M , ,   ,CF, ,SIS,MD,D, ,      ,0000,0000,0360,0022, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D03, , , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0360,    ,+,01000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D03, ,SIS,MD,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D03, ,SIS,MD,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,1730,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D21,GADOR,GADOR,MD,P,C,E CA, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D21,GADOR,BOTOM,MD,P,C,E CB,R,   ,AF, ,SIS,MD,D, ,      ,0394,0104,3510,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D21,GADOR,AVEVO,MD,P,C,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D21,SIS,SIS,MD,D, ,V  H, ,   ,FD, ,SIS,MD,D, ,      ,0000,0000,0860,0054, ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D21,SIS,AVEVO,MD,P,C,EEC ,L,   ,CF,Y,SIS,MD,D, ,      ,0394,0054,2190,0010,+,01700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D21, ,AVEVO,MD,P,C,E CF, ,   ,IF, ,SIS,MD,D, ,      ,0394,0054,    ,    ,+,01700,     ,18000, ,   ,    ,   ,MDSI,MD,P,A, ,0, ,S;
APPCH:030,D,D21, ,MD21,MD,P,C,E  M, ,   ,CF, ,SIS,MD,D, ,      ,0394,0019,2190,0036, ,00610,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D21, ,SIS,MD,D, ,V M , ,   ,CF, ,SIS,MD,D, ,      ,0000,0000,2190,0019, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D21, , , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2190,    ,+,01000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D21, ,SIS,MD,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D21, ,SIS,MD,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,0860,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,S03,SIS,SIS,MD,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,S03,SIS,SIS,MD,D, ,VY  , ,   ,FC, ,SIS,MD,D, ,      ,0000,0000,2360,0070, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,S03,SIS,FF03,MD,P,C,EE  ,L,   ,CF,Y,SIS,MD,D, ,      ,2160,0050,0360,0030,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,S,S03, ,FF03,MD,P,C,E  F, ,   ,IF, ,SIS,MD,D, ,      ,2160,0050,    ,    ,+,01500,     ,18000, ,   ,    ,   ,MDSI,MD,P,A, ,0, ,S;
APPCH:030,S,S03, ,RW03,MD,P,G,G  M, ,   ,CF, ,SIS,MD,D, ,      ,2097,0008,0360,0042, ,00163,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,S,S03, ,SIS,MD,D, ,VYM , ,   ,CF, ,SIS,MD,D, ,      ,0000,0000,0360,0008, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,S,S03, , , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0360,    ,+,01000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,S,S03, ,SIS,MD,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,S,S03, ,SIS,MD,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,2360,T010,+,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,S21,SIS,SIS,MD,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,S21,SIS,SIS,MD,D, ,VY  , ,   ,FC, ,SIS,MD,D, ,      ,0000,0000,0190,0070, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,S21,SIS,FF21,MD,P,C,EE  ,R,   ,CF,Y,SIS,MD,D, ,      ,0390,0047,2190,0030,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,S,S21, ,FF21,MD,P,C,E  F, ,   ,IF, ,SIS,MD,D, ,      ,0390,0047,    ,    ,+,01500,     ,18000, ,   ,    ,   ,MDSI,MD,P,A, ,0, ,S;
APPCH:030,S,S21, ,RW21,MD,P,G,G  M, ,   ,CF, ,SIS,MD,D, ,      ,0530,0004,2190,0043, ,00143,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,S,S21, ,SIS,MD,D, ,VYM , ,   ,CF, ,SIS,MD,D, ,      ,0000,0000,2190,0004, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,S,S21, , , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2190,    ,+,01000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,S,S21, ,SIS,MD,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,S,S21, ,SIS,MD,D, ,VE H,L,   ,HM, , , , , ,      ,    ,    ,0190,T010,+,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
RWY:RW03 ,-0300,      ,00113, ,    , ,   ;N18294293,W069455773,0000;
RWY:RW21 ,+0300,      ,00093, ,    , ,   ;N18304501,W069452601,0000;
