SID:010,2,CDC6A,RW14B, , , , ,    , ,   ,VD, ,GIO,LI,D, ,      ,    ,    ,1370,0060, ,     ,     ,05000, ,   ,    ,   ,GIO,LI,D, , , , , ;
SID:020,2,CDC6A,RW14B, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,2550,    , ,     ,     ,     ,-,350,    ,   , , , , , , , , ;
SID:030,2,CDC6A,RW14B,DANTO,LI,P,C,E   , ,   ,CF, ,GIO,LI,D, ,      ,2230,0200,2230,0050,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,CDC6A,RW14B,IRDAG,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,CDC6A,RW14B,CDC42,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,CDC6A,RW14B,CDC,LI,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CDC6B,RW32B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3170,    ,+,01700,     ,05000, ,   ,    ,   ,GIO,LI,D, , , , , ;
SID:020,2,CDC6B,RW32B, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,1900,    , ,     ,     ,     ,-,350,    ,   , , , , , , , , ;
SID:030,2,CDC6B,RW32B,DANTO,LI,P,C,E   , ,   ,CF, ,GIO,LI,D, ,      ,2230,0200,2230,0180,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,CDC6B,RW32B,IRDAG,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,CDC6B,RW32B,CDC42,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,CDC6B,RW32B,CDC,LI,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DOGU5A,RW14B, , , , ,    , ,   ,VD, ,GIO,LI,D, ,      ,    ,    ,1370,0060, ,     ,     ,05000, ,   ,    ,   ,GIO,LI,D, , , , , ;
SID:020,2,DOGU5A,RW14B, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,3180,    , ,     ,     ,     ,-,350,    ,   , , , , , , , , ;
SID:030,2,DOGU5A,RW14B,ARGIR,LI,P,C,E   , ,   ,CF, ,GIO,LI,D, ,      ,2640,0220,2650,0180,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DOGU5A,RW14B,GIO33,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,DOGU5A,RW14B, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3100,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,DOGU5A,RW14B,DOGUS,LI,E,A,EE  , ,   ,CF, ,GIO,LI,D, ,      ,2799,0561,2800,0090, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DOGU5B,RW32B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3170,    ,+,01700,     ,05000, ,   ,    ,   ,GIO,LI,D, , , , , ;
SID:020,2,DOGU5B,RW32B,ARGIR,LI,P,C,E   , ,   ,CF, ,GIO,LI,D, ,      ,2640,0220,2650,0230,+,FL110,     ,     ,-,350,    ,   , , , , , , , , ;
SID:030,2,DOGU5B,RW32B,GIO33,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DOGU5B,RW32B, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3100,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,DOGU5B,RW32B,DOGUS,LI,E,A,EE  , ,   ,CF, ,GIO,LI,D, ,      ,2799,0561,2800,0090, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ROBO5A,RW14B, , , , ,    , ,   ,VD, ,GIO,LI,D, ,      ,    ,    ,1370,0060, ,     ,     ,05000, ,   ,    ,   ,GIO,LI,D, , , , , ;
SID:020,2,ROBO5A,RW14B, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0500,    , ,     ,     ,     ,-,350,    ,   , , , , , , , , ;
SID:030,2,ROBO5A,RW14B,D098R,LI,P,C,E   , ,   ,CF, ,GIO,LI,D, ,      ,0978,0180,0980,0090,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ROBO5A,RW14B,ROBOT,LI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ROBO5B,RW32B, , , , ,    , ,   ,VD, ,GIO,LI,D, ,      ,    ,    ,3170,0020, ,     ,     ,05000, ,   ,    ,   ,GIO,LI,D, , , , , ;
SID:020,2,ROBO5B,RW32B, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,1400,    , ,     ,     ,     ,-,350,    ,   , , , , , , , , ;
SID:030,2,ROBO5B,RW32B,D098R,LI,P,C,E   , ,   ,CF, ,GIO,LI,D, ,      ,0978,0180,0980,0130,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ROBO5B,RW32B,ROBOT,LI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ROBO5C,RW14B, , , , ,    , ,   ,VD, ,GDC,LI,D, ,      ,    ,    ,1370,0060, ,     ,     ,05000, ,   ,    ,   ,GDC,LI,D, , , , , ;
SID:020,2,ROBO5C,RW14B, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0500,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ROBO5C,RW14B,ROBOT,LI,E,A,EE  , ,   ,CF, ,GDC,LI,D, ,      ,0953,0253,0950,0150, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ROBO5D,RW32B, , , , ,    , ,   ,VD, ,GDC,LI,D, ,      ,    ,    ,3170,0020, ,     ,     ,05000, ,   ,    ,   ,GDC,LI,D, , , , , ;
SID:020,2,ROBO5D,RW32B, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,1400,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ROBO5D,RW32B,ROBOT,LI,E,A,EE  , ,   ,CF, ,GDC,LI,D, ,      ,0953,0253,0950,0200, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,VICT6A,RW14B, , , , ,    , ,   ,VD, ,GIO,LI,D, ,      ,    ,    ,1370,0080, ,     ,     ,05000, ,   ,    ,   ,GIO,LI,D, , , , , ;
SID:020,2,VICT6A,RW14B,GIO,LI,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     ,-,350,    ,   , , , , , , , , ;
SID:030,2,VICT6A,RW14B,VICTR,LI,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,VICT6B,RW32B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3170,    ,+,01590,     ,05000, ,   ,    ,   ,GIO,LI,D, , , , , ;
SID:020,2,VICT6B,RW32B,VICTR,LI,P,C,EE  , ,   ,CF, ,GIO,LI,D, ,      ,3232,0300,3220,0300, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,VIE6A,RW14B, , , , ,    , ,   ,VD, ,GIO,LI,D, ,      ,    ,    ,1370,0080, ,     ,     ,05000, ,   ,    ,   ,GIO,LI,D, , , , , ;
SID:020,2,VIE6A,RW14B,GIO,LI,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     ,-,350,    ,   , , , , , , , , ;
SID:030,2,VIE6A,RW14B,PAJOT,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,VIE6A,RW14B,VIE,LI,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,VIE6B,RW32B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3170,    ,+,01590,     ,05000, ,   ,    ,   ,GIO,LI,D, , , , , ;
SID:020,2,VIE6B,RW32B,PAJOT,LI,P,C,E   , ,   ,CF, ,GIO,LI,D, ,      ,3370,0210,3370,0220, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,VIE6B,RW32B,VIE,LI,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D14LX,D310L,D310L,LI,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D14LX,D310L,CD1LX,LI,P,C,EE B, ,   ,CF, ,GDC,LI,D, ,      ,3230,0080,1070,0046,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
