SID:010,2,DOVI1A,RW09, , , , ,    , ,   ,CD, ,BMT,VV,D, ,      ,    ,    ,0920,0035, ,     ,     ,10000, ,   ,    ,   ,BMT,VV,D, , , , , ;
SID:020,2,DOVI1A,RW09, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,2420,    , ,     ,     ,     ,-,225,    ,   , , , , , , , , ;
SID:030,2,DOVI1A,RW09,VULIN,VV,E,A,E C , ,   ,CF, ,BMT,VV,D, ,      ,1821,0161,1820,0110, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DOVI1A,RW09,DOVIN,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DOVI1B,RW27, , , , ,    , ,   ,CD, ,BMT,VV,D, ,      ,    ,    ,2720,0035, ,     ,     ,10000, ,   ,    ,   ,BMT,VV,D, , , , , ;
SID:020,2,DOVI1B,RW27, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,1220,    , ,     ,     ,     ,-,225,    ,   , , , , , , , , ;
SID:030,2,DOVI1B,RW27,VULIN,VV,E,A,E C , ,   ,CF, ,BMT,VV,D, ,      ,1821,0161,1820,0110, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DOVI1B,RW27,DOVIN,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DOVI2E,RW09,BM411,VV,P,C,EY  , ,010,CF, ,BMT,VV,D, ,      ,0903,0038,0920,0040, ,     ,     ,10000, ,   ,    ,   ,VVBM,VV,P,A, , , , ;
SID:020,5,DOVI2E,RW09,ASUNO,VV,P,C,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DOVI2E,RW09,DOVIN,VV,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DOVI2F,RW27,BM711,VV,P,C,EY  , ,010,CF, ,BMT,VV,D, ,      ,2734,0042,2720,0040, ,     ,     ,10000, ,   ,    ,   ,VVBM,VV,P,A, , , , ;
SID:020,5,DOVI2F,RW27,KONAO,VV,E,A,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DOVI2F,RW27,DOVIN,VV,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ENGI1A,RW09, , , , ,    , ,   ,CD, ,BMT,VV,D, ,      ,    ,    ,0920,0035, ,     ,     ,10000, ,   ,    ,   ,BMT,VV,D, , , , , ;
SID:020,2,ENGI1A,RW09, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,3020,    , ,     ,     ,     ,-,225,    ,   , , , , , , , , ;
SID:030,2,ENGI1A,RW09,HINTO,VV,E,A,E C , ,   ,CF, ,BMT,VV,D, ,      ,0024,0163,0020,0110, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ENGI1A,RW09,ENGIM,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ENGI1B,RW27, , , , ,    , ,   ,CD, ,BMT,VV,D, ,      ,    ,    ,2720,0035, ,     ,     ,10000, ,   ,    ,   ,BMT,VV,D, , , , , ;
SID:020,2,ENGI1B,RW27, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,0720,    , ,     ,     ,     ,-,225,    ,   , , , , , , , , ;
SID:030,2,ENGI1B,RW27,HINTO,VV,E,A,E C , ,   ,CF, ,BMT,VV,D, ,      ,0024,0163,0020,0110, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ENGI1B,RW27,ENGIM,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ENGI2E,RW09,BM411,VV,P,C,EY  , ,010,CF, ,BMT,VV,D, ,      ,0903,0038,0920,0040, ,     ,     ,10000, ,   ,    ,   ,VVBM,VV,P,A, , , , ;
SID:020,5,ENGI2E,RW09,BM412,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,ENGI2E,RW09,BITET,VV,P,C,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ENGI2E,RW09,ENGIM,VV,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ENGI2F,RW27,BM711,VV,P,C,EY  , ,010,CF, ,BMT,VV,D, ,      ,2734,0042,2720,0040, ,     ,     ,10000, ,   ,    ,   ,VVBM,VV,P,A, , , , ;
SID:020,5,ENGI2F,RW27,BM712,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,ENGI2F,RW27,XELEX,VV,P,C,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ENGI2F,RW27,ENGIM,VV,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ENRI1A,RW09, , , , ,    , ,   ,CD, ,BMT,VV,D, ,      ,    ,    ,0920,0035, ,     ,     ,10000, ,   ,    ,   ,BMT,VV,D, , , , , ;
