SID:010,5,OMAR1N,RW02,DER02,LF,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,LFOT,LF,P,A, , , , ;
SID:020,5,OMAR1N,RW02, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0150,    ,+,00800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,OMAR1N,RW02,OMARI,LF,E,A,EE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,OMAR1S,RW20, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1950,    ,+,00800,     ,05000, ,   ,    ,   ,LFOT,LF,P,A, , , , ;
SID:020,5,OMAR1S,RW20,OT700,LF,P,C,EY  , ,   ,CF, ,CAD,LF,D, ,      ,2103,0497,1470,0040,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,OMAR1S,RW20,OT701,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,OMAR1S,RW20,OMARI,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SOPI1N,RW02,DER02,LF,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,LFOT,LF,P,A, , , , ;
SID:020,5,SOPI1N,RW02, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0150,    ,+,00800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,SOPI1N,RW02,OMARI,LF,E,A,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,SOPI1N,RW02,SOPIL,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SOPI1S,RW20, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1950,    ,+,00800,     ,05000, ,   ,    ,   ,LFOT,LF,P,A, , , , ;
SID:020,5,SOPI1S,RW20,OT700,LF,P,C,EY  , ,   ,CF, ,CAD,LF,D, ,      ,2103,0497,1470,0040,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,SOPI1S,RW20,OT701,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,SOPI1S,RW20,OMARI,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,SOPI1S,RW20,SOPIL,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,VANA1N,RW02, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0150,    ,+,00800,     ,05000, ,   ,    ,   ,LFOT,LF,P,A, , , , ;
SID:020,5,VANA1N,RW02,VANAD,LF,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,VANA1S,RW20, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1950,    ,+,00800,     ,05000, ,   ,    ,   ,LFOT,LF,P,A, , , , ;
SID:020,5,VANA1S,RW20,OT700,LF,P,C,EY  , ,   ,CF, ,CAD,LF,D, ,      ,2103,0497,1470,0040,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,VANA1S,RW20,OT702,LF,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,VANA1S,RW20,OT703,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,VANA1S,RW20,VANAD,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,OMAR1A,RW02,OMARI,LF,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,LFOT,LF,P,A, , , , ;
STAR:020,5,OMAR1A,RW02,OT800,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,OMAR1A,RW02,OTKUR,LF,P,C,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,OMAR1B,RW20,OMARI,LF,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,LFOT,LF,P,A, , , , ;
STAR:020,5,OMAR1B,RW20,OT800,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,OMAR1B,RW20,OTKIG,LF,P,C,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,POI1A,RW02,POI,LF,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,LFOT,LF,P,A, , , , ;
STAR:020,5,POI1A,RW02,OT801,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
