APPCH:010,A,R31-V,UL101,UL101,ZM,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,12800,     ,14800, ,   ,    ,   , , , , , ,B,B,V;
APPCH:020,A,R31-V,UL101,UL103,ZM,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10830,     ,     , ,   ,    ,   , , , , , ,B,B,V;
APPCH:010,A,R31-V,UL102,UL102,ZM,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,12800,     ,14800, ,   ,    ,   , , , , , ,B,B,V;
APPCH:020,A,R31-V,UL102,UL103,ZM,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10830,     ,     , ,   ,    ,   , , , , , ,B,B,V;
APPCH:010,R,R31-V, ,UL103,ZM,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,10830,     ,14800, ,   ,    ,   , , , , , ,B,B,V;
APPCH:020,R,R31-V, ,UL104,ZM,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,2460,0091,+,09030,     ,     , ,   ,    ,   , , , , , ,B,B,V;
APPCH:030,R,R31-V, ,UL31M,ZM,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,2760,0058, ,08540,     ,     , ,   ,-300,   , , , , , ,B,B,V;
APPCH:040,R,R31-V, ,UL13M,ZM,P,C,EYM , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,B,V;
APPCH:050,R,R31-V, ,UL103,ZM,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,160,    ,   , , , , , ,B,B,V;
APPCH:060,R,R31-V, ,UL101,ZM,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,12800,     ,     , ,   ,    ,   , , , , , ,B,B,V;
RWY:RW13 ,     ,      ,05758, ,    , ,   ;N49000832,E089542398,0000;
RWY:RW13L,     ,      ,05738, ,    , ,   ;N49000184,E089544449,0000;
RWY:RW31 ,+1170,      ,05646, ,    , ,   ;N48590998,E089561254,0000;
RWY:RW31R,+1168,      ,05643, ,    , ,   ;N48591274,E089561596,0000;
