SID:010,5,BND1E,RW10, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1030,    ,+,00660,     ,11000, ,   ,    ,   ,WAHP,WA,P,A, , , , ;
SID:020,5,BND1E,RW10,ESLAP,WI,P,C,E   , ,010,CF, ,BND,WI,D, ,      ,1057,1256,0980,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BND1E,RW10,IDGOS,WI,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BND1E,RW10,APONA,WI,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BND1E,RW10,DUBIG,WI,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BND1E,RW10,SUSVI,WI,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,06000,04000,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BND1E,RW10,DOVUS,WI,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,BND1E,RW10,REGIP,WI,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL130,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,BND1E,RW10,BND,WI,D, ,VE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BND1F,RW28,LUXOP,WI,P,C,E   , ,010,CF, ,BND,WI,D, ,      ,1063,1088,2830,0100, ,     ,     ,11000, ,   ,    ,   ,WAHP,WA,P,A, , , , ;
SID:020,5,BND1F,RW28,DUBIG,WI,P,C,E   ,L,010,TF, , , , , ,      ,    ,    ,    ,    ,B,06000,03000,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BND1F,RW28,SUSVI,WI,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,06000,04000,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BND1F,RW28,DOVUS,WI,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BND1F,RW28,REGIP,WI,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL130,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BND1F,RW28,BND,WI,D, ,VE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,CA1F,RW10, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1030,    ,+,00660,     ,11000, ,   ,    ,   ,WAHP,WA,P,A, , , , ;
SID:020,5,CA1F,RW10,ESLAP,WI,P,C,E   , ,010,CF, ,BND,WI,D, ,      ,1057,1256,0980,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,CA1F,RW10,IDGOS,WI,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
